date,channel,campaign_id,campaign_name,spend,impressions,clicks
2024-02-26,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,374.56,161169,1286
2024-02-27,Google App Campaigns,goog_ac_01,Google – App Campaign NL,352.56,90222,1281
2024-02-27,Google App Campaigns,goog_ac_02,Google – App Campaign EU,377.55,105779,1460
2024-02-27,Google Brand Search,goog_brand_01,Google – Brand Search,129.35,8361,1164
2024-02-27,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,423.8,38240,1243
2024-02-27,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,537.99,176821,2067
2024-02-27,Meta,fb_prospect_02,FB – Prospecting Interest EU,515.66,176064,2267
2024-02-27,Referral,referral_mgm_01,Referral – Member Get Member,1894.9,0,0
2024-02-27,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,414.36,192905,1460
2024-02-27,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,386.84,174844,1500
2024-02-28,Google App Campaigns,goog_ac_01,Google – App Campaign NL,340.93,90979,1466
2024-02-28,Google App Campaigns,goog_ac_02,Google – App Campaign EU,386.54,95547,1341
2024-02-28,Google Brand Search,goog_brand_01,Google – Brand Search,117.59,7273,1062
2024-02-28,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,443.12,37808,1341
2024-02-28,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,468.98,148188,1619
2024-02-28,Meta,fb_prospect_02,FB – Prospecting Interest EU,536.48,183996,2160
2024-02-28,Referral,referral_mgm_01,Referral – Member Get Member,1569.89,0,0
2024-02-28,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,422.8,177854,1360
2024-02-28,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,352.08,146853,1061
2024-02-29,Google App Campaigns,goog_ac_01,Google – App Campaign NL,380.37,95501,1442
2024-02-29,Google App Campaigns,goog_ac_02,Google – App Campaign EU,357.72,100849,1500
2024-02-29,Google Brand Search,goog_brand_01,Google – Brand Search,109.63,7282,1073
2024-02-29,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,459.96,41797,1393
2024-02-29,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,568.29,201632,2651
2024-02-29,Meta,fb_prospect_02,FB – Prospecting Interest EU,563.06,196078,2419
2024-02-29,Referral,referral_mgm_01,Referral – Member Get Member,1750.02,0,0
2024-02-29,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,386.19,160700,1370
2024-02-29,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,342.71,162668,1196
2024-03-01,Google App Campaigns,goog_ac_01,Google – App Campaign NL,463.59,126642,2014
2024-03-01,Google App Campaigns,goog_ac_02,Google – App Campaign EU,431.16,117421,1686
2024-03-01,Google Brand Search,goog_brand_01,Google – Brand Search,156.47,9816,1505
2024-03-01,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,599.6,50759,1845
2024-03-01,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,599.29,214109,2782
2024-03-01,Meta,fb_prospect_02,FB – Prospecting Interest EU,627.11,203295,2456
2024-03-01,Referral,referral_mgm_01,Referral – Member Get Member,1278.92,0,0
2024-03-01,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,431.22,187590,1459
2024-03-01,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,441.72,192533,1597
2024-03-02,Google App Campaigns,goog_ac_01,Google – App Campaign NL,437.05,108994,1671
2024-03-02,Google App Campaigns,goog_ac_02,Google – App Campaign EU,394.05,106172,1615
2024-03-02,Google Brand Search,goog_brand_01,Google – Brand Search,154.34,10276,1571
2024-03-02,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,562.97,50222,1849
2024-03-02,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,675.49,228537,2896
2024-03-02,Meta,fb_prospect_02,FB – Prospecting Interest EU,674.62,240920,2748
2024-03-02,Referral,referral_mgm_01,Referral – Member Get Member,2507.66,0,0
2024-03-02,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,416.02,191574,1404
2024-03-02,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,509.01,213101,1860
2024-03-03,Google App Campaigns,goog_ac_01,Google – App Campaign NL,413.86,107085,1496
2024-03-03,Google App Campaigns,goog_ac_02,Google – App Campaign EU,391.64,111724,1654
2024-03-03,Google Brand Search,goog_brand_01,Google – Brand Search,159.07,11079,1654
2024-03-03,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,551.71,50842,1797
2024-03-03,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,671.48,229958,2667
2024-03-03,Meta,fb_prospect_02,FB – Prospecting Interest EU,690.23,239740,2744
2024-03-03,Referral,referral_mgm_01,Referral – Member Get Member,1944.9,0,0
2024-03-03,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,508.49,212244,1567
2024-03-03,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,415.2,189193,1488
2024-03-04,Google App Campaigns,goog_ac_01,Google – App Campaign NL,384.34,99134,1474
2024-03-04,Google App Campaigns,goog_ac_02,Google – App Campaign EU,351.56,90777,1474
2024-03-04,Google Brand Search,goog_brand_01,Google – Brand Search,130.92,8426,1348
2024-03-04,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,504.93,42085,1618
2024-03-04,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,542.27,169821,2072
2024-03-04,Meta,fb_prospect_02,FB – Prospecting Interest EU,548.45,168550,2003
2024-03-04,Referral,referral_mgm_01,Referral – Member Get Member,1671.16,0,0
2024-03-04,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,372.61,178498,1489
2024-03-04,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,425.58,177599,1519
2024-03-05,Google App Campaigns,goog_ac_01,Google – App Campaign NL,369.87,91312,1233
2024-03-05,Google App Campaigns,goog_ac_02,Google – App Campaign EU,318.14,86274,1372
2024-03-05,Google Brand Search,goog_brand_01,Google – Brand Search,128.67,9165,1448
2024-03-05,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,443.32,41609,1327
2024-03-05,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,465.65,148779,1657
2024-03-05,Meta,fb_prospect_02,FB – Prospecting Interest EU,559.87,177611,2306
2024-03-05,Referral,referral_mgm_01,Referral – Member Get Member,1982.86,0,0
2024-03-05,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,347.73,166887,1379
2024-03-05,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,397.84,165230,1425
2024-03-06,Google App Campaigns,goog_ac_01,Google – App Campaign NL,336.89,92854,1525
2024-03-06,Google App Campaigns,goog_ac_02,Google – App Campaign EU,366.04,90652,1390
2024-03-06,Google Brand Search,goog_brand_01,Google – Brand Search,110.59,6890,967
2024-03-06,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,421.05,39726,1448
2024-03-06,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,555.89,189150,2428
2024-03-06,Meta,fb_prospect_02,FB – Prospecting Interest EU,481.56,166545,1875
2024-03-06,Referral,referral_mgm_01,Referral – Member Get Member,1744.57,0,0
2024-03-06,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,402.26,188449,1368
2024-03-06,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,356.52,148943,1192
2024-03-07,Google App Campaigns,goog_ac_01,Google – App Campaign NL,326.42,87161,1281
2024-03-07,Google App Campaigns,goog_ac_02,Google – App Campaign EU,354.29,88720,1232
2024-03-07,Google Brand Search,goog_brand_01,Google – Brand Search,123.2,8389,1235
2024-03-07,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,447.81,38561,1329
2024-03-07,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,581.2,187575,2285
2024-03-07,Meta,fb_prospect_02,FB – Prospecting Interest EU,550.17,187768,2451
2024-03-07,Referral,referral_mgm_01,Referral – Member Get Member,1954.51,0,0
2024-03-07,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,428.24,189066,1597
2024-03-07,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,396.57,178295,1324
2024-03-08,Google App Campaigns,goog_ac_01,Google – App Campaign NL,443.45,114775,1819
2024-03-08,Google App Campaigns,goog_ac_02,Google – App Campaign EU,432.85,114159,1755
2024-03-08,Google Brand Search,goog_brand_01,Google – Brand Search,157.35,11196,1680
2024-03-08,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,548.62,48865,1790
2024-03-08,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,626.09,199533,2428
2024-03-08,Meta,fb_prospect_02,FB – Prospecting Interest EU,639.94,220207,2720
2024-03-08,Referral,referral_mgm_01,Referral – Member Get Member,1474.84,0,0
2024-03-08,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,450.71,191264,1557
2024-03-08,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,440.57,181273,1426
2024-03-09,Google App Campaigns,goog_ac_01,Google – App Campaign NL,408.69,113215,1533
2024-03-09,Google App Campaigns,goog_ac_02,Google – App Campaign EU,461.39,130055,1900
2024-03-09,Google Brand Search,goog_brand_01,Google – Brand Search,139.33,9969,1643
2024-03-09,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,520.41,47004,1519
2024-03-09,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,565.3,198743,2172
2024-03-09,Meta,fb_prospect_02,FB – Prospecting Interest EU,596.83,193663,2171
2024-03-09,Referral,referral_mgm_01,Referral – Member Get Member,2157.5,0,0
2024-03-09,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,463.04,215668,1660
2024-03-09,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,498.11,221174,1633
2024-03-10,Google App Campaigns,goog_ac_01,Google – App Campaign NL,478.02,128613,2059
2024-03-10,Google App Campaigns,goog_ac_02,Google – App Campaign EU,478.14,120191,1783
2024-03-10,Google Brand Search,goog_brand_01,Google – Brand Search,141.71,9400,1311
2024-03-10,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,552.97,45849,1685
2024-03-10,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,556.02,176712,2130
2024-03-10,Meta,fb_prospect_02,FB – Prospecting Interest EU,579.16,182733,2339
2024-03-10,Referral,referral_mgm_01,Referral – Member Get Member,1978.91,0,0
2024-03-10,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,490.89,211574,1755
2024-03-10,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,483.52,211040,1735
2024-03-11,Google App Campaigns,goog_ac_01,Google – App Campaign NL,369.26,101150,1596
2024-03-11,Google App Campaigns,goog_ac_02,Google – App Campaign EU,318.69,83170,1256
2024-03-11,Google Brand Search,goog_brand_01,Google – Brand Search,127.74,8995,1350
2024-03-11,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,454.66,42641,1486
2024-03-11,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,535.89,178438,1962
2024-03-11,Meta,fb_prospect_02,FB – Prospecting Interest EU,492.7,173261,2136
2024-03-11,Referral,referral_mgm_01,Referral – Member Get Member,2091.06,0,0
2024-03-11,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,354.59,167860,1219
2024-03-11,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,359.38,154409,1232
2024-03-12,Google App Campaigns,goog_ac_01,Google – App Campaign NL,330.11,81336,1324
2024-03-12,Google App Campaigns,goog_ac_02,Google – App Campaign EU,352.07,90993,1390
2024-03-12,Google Brand Search,goog_brand_01,Google – Brand Search,123.85,8892,1365
2024-03-12,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,417.07,35755,1301
2024-03-12,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,475.23,155838,2026
2024-03-12,Meta,fb_prospect_02,FB – Prospecting Interest EU,541.48,171179,1987
2024-03-12,Referral,referral_mgm_01,Referral – Member Get Member,1779.86,0,0
2024-03-12,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,421.74,190052,1626
2024-03-12,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,369.31,164105,1320
2024-03-13,Google App Campaigns,goog_ac_01,Google – App Campaign NL,396.7,113987,1636
2024-03-13,Google App Campaigns,goog_ac_02,Google – App Campaign EU,376.5,104415,1517
2024-03-13,Google Brand Search,goog_brand_01,Google – Brand Search,119.7,8599,1279
2024-03-13,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,430.3,35438,1308
2024-03-13,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,571.22,178649,2242
2024-03-13,Meta,fb_prospect_02,FB – Prospecting Interest EU,517.45,173948,2151
2024-03-13,Referral,referral_mgm_01,Referral – Member Get Member,1621.95,0,0
2024-03-13,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,381.93,176846,1528
2024-03-13,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,404.34,193024,1631
2024-03-14,Google App Campaigns,goog_ac_01,Google – App Campaign NL,371.5,102446,1620
2024-03-14,Google App Campaigns,goog_ac_02,Google – App Campaign EU,387.77,107366,1706
2024-03-14,Google Brand Search,goog_brand_01,Google – Brand Search,130.31,7998,1202
2024-03-14,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,421.8,35900,1286
2024-03-14,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,578.51,202788,2207
2024-03-14,Meta,fb_prospect_02,FB – Prospecting Interest EU,508.96,157402,1740
2024-03-14,Referral,referral_mgm_01,Referral – Member Get Member,1847.29,0,0
2024-03-14,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,428.04,187548,1588
2024-03-14,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,345.74,155025,1314
2024-03-15,Google App Campaigns,goog_ac_01,Google – App Campaign NL,404.68,114588,1610
2024-03-15,Google App Campaigns,goog_ac_02,Google – App Campaign EU,385.17,100114,1566
2024-03-15,Google Brand Search,goog_brand_01,Google – Brand Search,140.82,8842,1345
2024-03-15,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,609.48,58499,1963
2024-03-15,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,683.34,222241,2854
2024-03-15,Meta,fb_prospect_02,FB – Prospecting Interest EU,599.6,202754,2382
2024-03-15,Referral,referral_mgm_01,Referral – Member Get Member,2234.5,0,0
2024-03-15,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,480.41,197445,1547
2024-03-15,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,504.55,230401,1746
2024-03-16,Google App Campaigns,goog_ac_01,Google – App Campaign NL,441.61,114809,1694
2024-03-16,Google App Campaigns,goog_ac_02,Google – App Campaign EU,474.95,131758,1992
2024-03-16,Google Brand Search,goog_brand_01,Google – Brand Search,137.96,9798,1477
2024-03-16,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,538.25,50883,1685
2024-03-16,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,574.72,187446,2054
2024-03-16,Meta,fb_prospect_02,FB – Prospecting Interest EU,584.94,179932,2138
2024-03-16,Referral,referral_mgm_01,Referral – Member Get Member,2045.76,0,0
2024-03-16,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,515.83,236625,1929
2024-03-16,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,448.9,212768,1700
2024-03-17,Google App Campaigns,goog_ac_01,Google – App Campaign NL,421.47,111965,1845
2024-03-17,Google App Campaigns,goog_ac_02,Google – App Campaign EU,445.73,124844,2022
2024-03-17,Google Brand Search,goog_brand_01,Google – Brand Search,130.24,8894,1455
2024-03-17,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,606.78,51219,1814
2024-03-17,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,577.9,204169,2343
2024-03-17,Meta,fb_prospect_02,FB – Prospecting Interest EU,639.3,223055,2827
2024-03-17,Referral,referral_mgm_01,Referral – Member Get Member,2187.73,0,0
2024-03-17,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,487.6,219857,1811
2024-03-17,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,438.61,186870,1440
2024-03-18,Google App Campaigns,goog_ac_01,Google – App Campaign NL,323.27,84611,1157
2024-03-18,Google App Campaigns,goog_ac_02,Google – App Campaign EU,373.46,94920,1366
2024-03-18,Google Brand Search,goog_brand_01,Google – Brand Search,108.83,7676,1036
2024-03-18,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,460.98,40429,1273
2024-03-18,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,493.0,152909,1817
2024-03-18,Meta,fb_prospect_02,FB – Prospecting Interest EU,527.03,170407,1860
2024-03-18,Referral,referral_mgm_01,Referral – Member Get Member,1847.8,0,0
2024-03-18,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,385.17,169350,1228
2024-03-18,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,426.37,177460,1288
2024-03-19,Google App Campaigns,goog_ac_01,Google – App Campaign NL,342.02,97485,1330
2024-03-19,Google App Campaigns,goog_ac_02,Google – App Campaign EU,353.14,97357,1357
2024-03-19,Google Brand Search,goog_brand_01,Google – Brand Search,105.87,6706,910
2024-03-19,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,421.62,35307,1338
2024-03-19,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,494.8,160248,1823
2024-03-19,Meta,fb_prospect_02,FB – Prospecting Interest EU,522.46,179259,2034
2024-03-19,Referral,referral_mgm_01,Referral – Member Get Member,1940.08,0,0
2024-03-19,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,384.75,170712,1319
2024-03-19,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,377.67,175388,1498
2024-03-20,Google App Campaigns,goog_ac_01,Google – App Campaign NL,335.47,95452,1417
2024-03-20,Google App Campaigns,goog_ac_02,Google – App Campaign EU,365.35,104980,1530
2024-03-20,Google Brand Search,goog_brand_01,Google – Brand Search,122.9,7821,1152
2024-03-20,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,508.55,43890,1627
2024-03-20,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,462.6,162918,2001
2024-03-20,Meta,fb_prospect_02,FB – Prospecting Interest EU,482.51,167859,2157
2024-03-20,Referral,referral_mgm_01,Referral – Member Get Member,1782.33,0,0
2024-03-20,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,348.12,157694,1195
2024-03-20,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,390.38,176005,1506
2024-03-21,Google App Campaigns,goog_ac_01,Google – App Campaign NL,324.5,81600,1271
2024-03-21,Google App Campaigns,goog_ac_02,Google – App Campaign EU,328.52,87707,1444
2024-03-21,Google Brand Search,goog_brand_01,Google – Brand Search,122.44,7674,1242
2024-03-21,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,416.69,34174,1313
2024-03-21,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,553.37,190597,2396
2024-03-21,Meta,fb_prospect_02,FB – Prospecting Interest EU,501.96,177761,2173
2024-03-21,Referral,referral_mgm_01,Referral – Member Get Member,1692.78,0,0
2024-03-21,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,367.19,152178,1102
2024-03-21,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,369.85,151727,1131
2024-03-22,Google App Campaigns,goog_ac_01,Google – App Campaign NL,466.19,119417,1830
2024-03-22,Google App Campaigns,goog_ac_02,Google – App Campaign EU,433.3,113626,1764
2024-03-22,Google Brand Search,goog_brand_01,Google – Brand Search,160.71,10575,1590
2024-03-22,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,598.36,53756,1978
