postback_date,network,campaign_id,skan_conversion_value,install_count
2024-02-20,Meta,fb_prospect_01,10.0,6
2024-02-20,Meta,fb_prospect_01,20.0,2
2024-02-20,Meta,fb_prospect_01,63.0,1
2024-02-20,Meta,fb_prospect_02,0.0,4
2024-02-20,Meta,fb_prospect_02,5.0,3
2024-02-20,Meta,fb_prospect_02,10.0,3
2024-02-20,Meta,fb_prospect_02,20.0,4
2024-02-20,Google App Campaigns,goog_ac_01,,9
2024-02-20,Google App Campaigns,goog_ac_02,0.0,3
2024-02-20,Google App Campaigns,goog_ac_02,5.0,5
2024-02-20,Google App Campaigns,goog_ac_02,10.0,5
2024-02-20,Google Brand Search,goog_brand_01,0.0,2
2024-02-20,Google Brand Search,goog_brand_01,5.0,3
2024-02-20,Google Brand Search,goog_brand_01,10.0,3
2024-02-20,Google Brand Search,goog_brand_01,20.0,2
2024-02-20,Google Brand Search,goog_brand_01,40.0,1
2024-02-20,Google Brand Search,goog_brand_01,63.0,3
2024-02-20,Google Non-Brand Search,goog_search_01,0.0,4
2024-02-20,Google Non-Brand Search,goog_search_01,5.0,1
2024-02-20,Google Non-Brand Search,goog_search_01,10.0,1
2024-02-20,Google Non-Brand Search,goog_search_01,20.0,4
2024-02-20,TikTok,tiktok_upper_01,,5
2024-02-20,TikTok,tiktok_upper_02,,4
2024-02-21,Meta,fb_prospect_01,0.0,6
2024-02-21,Meta,fb_prospect_01,5.0,9
2024-02-21,Meta,fb_prospect_01,10.0,2
2024-02-21,Meta,fb_prospect_01,20.0,2
2024-02-21,Meta,fb_prospect_01,40.0,4
2024-02-21,Meta,fb_prospect_02,0.0,5
2024-02-21,Meta,fb_prospect_02,5.0,4
2024-02-21,Meta,fb_prospect_02,10.0,4
2024-02-21,Meta,fb_prospect_02,20.0,1
2024-02-21,Meta,fb_prospect_02,40.0,2
2024-02-21,Google App Campaigns,goog_ac_01,,6
2024-02-21,Google App Campaigns,goog_ac_02,,7
2024-02-21,Google Brand Search,goog_brand_01,0.0,2
2024-02-21,Google Brand Search,goog_brand_01,5.0,5
2024-02-21,Google Brand Search,goog_brand_01,10.0,5
2024-02-21,Google Brand Search,goog_brand_01,20.0,2
2024-02-21,Google Brand Search,goog_brand_01,63.0,1
2024-02-21,Google Non-Brand Search,goog_search_01,0.0,2
2024-02-21,Google Non-Brand Search,goog_search_01,5.0,5
2024-02-21,Google Non-Brand Search,goog_search_01,10.0,2
2024-02-21,Google Non-Brand Search,goog_search_01,20.0,2
2024-02-21,Google Non-Brand Search,goog_search_01,40.0,1
2024-02-21,Google Non-Brand Search,goog_search_01,63.0,1
2024-02-21,TikTok,tiktok_upper_01,,7
2024-02-21,TikTok,tiktok_upper_02,,5
2024-02-22,Meta,fb_prospect_01,0.0,2
2024-02-22,Meta,fb_prospect_01,5.0,4
2024-02-22,Meta,fb_prospect_01,10.0,10
2024-02-22,Meta,fb_prospect_01,20.0,2
2024-02-22,Meta,fb_prospect_02,0.0,2
2024-02-22,Meta,fb_prospect_02,5.0,8
2024-02-22,Meta,fb_prospect_02,10.0,4
2024-02-22,Meta,fb_prospect_02,20.0,1
2024-02-22,Meta,fb_prospect_02,40.0,1
2024-02-22,Google App Campaigns,goog_ac_01,5.0,5
2024-02-22,Google App Campaigns,goog_ac_01,10.0,2
2024-02-22,Google App Campaigns,goog_ac_01,20.0,1
2024-02-22,Google App Campaigns,goog_ac_01,40.0,1
2024-02-22,Google App Campaigns,goog_ac_01,63.0,1
2024-02-22,Google App Campaigns,goog_ac_02,,5
2024-02-22,Google Brand Search,goog_brand_01,0.0,2
2024-02-22,Google Brand Search,goog_brand_01,5.0,7
2024-02-22,Google Brand Search,goog_brand_01,10.0,5
2024-02-22,Google Brand Search,goog_brand_01,20.0,3
2024-02-22,Google Brand Search,goog_brand_01,40.0,1
2024-02-22,Google Brand Search,goog_brand_01,63.0,2
2024-02-22,Google Non-Brand Search,goog_search_01,0.0,2
2024-02-22,Google Non-Brand Search,goog_search_01,5.0,3
2024-02-22,Google Non-Brand Search,goog_search_01,10.0,1
2024-02-22,Google Non-Brand Search,goog_search_01,20.0,5
2024-02-22,TikTok,tiktok_upper_01,,5
2024-02-22,TikTok,tiktok_upper_02,0.0,8
2024-02-22,TikTok,tiktok_upper_02,5.0,4
2024-02-22,TikTok,tiktok_upper_02,10.0,1
2024-02-23,Meta,fb_prospect_01,0.0,6
2024-02-23,Meta,fb_prospect_01,5.0,2
2024-02-23,Meta,fb_prospect_01,10.0,4
2024-02-23,Meta,fb_prospect_01,40.0,1
2024-02-23,Meta,fb_prospect_01,63.0,1
2024-02-23,Meta,fb_prospect_02,0.0,6
2024-02-23,Meta,fb_prospect_02,5.0,5
2024-02-23,Meta,fb_prospect_02,10.0,3
2024-02-23,Meta,fb_prospect_02,20.0,1
2024-02-23,Meta,fb_prospect_02,40.0,1
2024-02-23,Google App Campaigns,goog_ac_01,0.0,3
2024-02-23,Google App Campaigns,goog_ac_01,5.0,5
2024-02-23,Google App Campaigns,goog_ac_01,10.0,1
2024-02-23,Google App Campaigns,goog_ac_01,20.0,2
2024-02-23,Google App Campaigns,goog_ac_02,,8
2024-02-23,Google Brand Search,goog_brand_01,0.0,3
2024-02-23,Google Brand Search,goog_brand_01,5.0,4
2024-02-23,Google Brand Search,goog_brand_01,10.0,8
2024-02-23,Google Brand Search,goog_brand_01,20.0,1
2024-02-23,Google Brand Search,goog_brand_01,40.0,2
2024-02-23,Google Brand Search,goog_brand_01,63.0,1
2024-02-23,Google Non-Brand Search,goog_search_01,0.0,4
2024-02-23,Google Non-Brand Search,goog_search_01,5.0,6
2024-02-23,Google Non-Brand Search,goog_search_01,10.0,7
2024-02-23,Google Non-Brand Search,goog_search_01,20.0,3
2024-02-23,Google Non-Brand Search,goog_search_01,63.0,1
2024-02-23,TikTok,tiktok_upper_01,,6
2024-02-23,TikTok,tiktok_upper_02,,9
2024-02-24,Meta,fb_prospect_01,0.0,3
2024-02-24,Meta,fb_prospect_01,5.0,8
2024-02-24,Meta,fb_prospect_01,10.0,6
2024-02-24,Meta,fb_prospect_01,63.0,2
2024-02-24,Meta,fb_prospect_02,0.0,4
2024-02-24,Meta,fb_prospect_02,5.0,5
2024-02-24,Meta,fb_prospect_02,10.0,5
2024-02-24,Meta,fb_prospect_02,20.0,2
2024-02-24,Google App Campaigns,goog_ac_01,0.0,2
2024-02-24,Google App Campaigns,goog_ac_01,5.0,4
2024-02-24,Google App Campaigns,goog_ac_01,10.0,3
2024-02-24,Google App Campaigns,goog_ac_01,63.0,1
2024-02-24,Google App Campaigns,goog_ac_02,,7
2024-02-24,Google Brand Search,goog_brand_01,0.0,6
2024-02-24,Google Brand Search,goog_brand_01,5.0,8
2024-02-24,Google Brand Search,goog_brand_01,10.0,3
2024-02-24,Google Brand Search,goog_brand_01,40.0,2
2024-02-24,Google Brand Search,goog_brand_01,63.0,1
2024-02-24,Google Non-Brand Search,goog_search_01,0.0,3
2024-02-24,Google Non-Brand Search,goog_search_01,5.0,6
2024-02-24,Google Non-Brand Search,goog_search_01,10.0,4
2024-02-24,Google Non-Brand Search,goog_search_01,20.0,4
2024-02-24,TikTok,tiktok_upper_01,,6
2024-02-24,TikTok,tiktok_upper_02,,6
2024-02-25,Meta,fb_prospect_01,0.0,2
2024-02-25,Meta,fb_prospect_01,5.0,2
2024-02-25,Meta,fb_prospect_01,10.0,7
2024-02-25,Meta,fb_prospect_01,63.0,3
2024-02-25,Meta,fb_prospect_02,0.0,5
2024-02-25,Meta,fb_prospect_02,5.0,11
2024-02-25,Meta,fb_prospect_02,10.0,2
2024-02-25,Meta,fb_prospect_02,20.0,6
2024-02-25,Meta,fb_prospect_02,63.0,1
2024-02-25,Google App Campaigns,goog_ac_01,0.0,5
2024-02-25,Google App Campaigns,goog_ac_01,5.0,4
2024-02-25,Google App Campaigns,goog_ac_01,10.0,3
2024-02-25,Google App Campaigns,goog_ac_01,20.0,2
2024-02-25,Google App Campaigns,goog_ac_01,40.0,1
2024-02-25,Google App Campaigns,goog_ac_02,0.0,4
2024-02-25,Google App Campaigns,goog_ac_02,5.0,5
2024-02-25,Google App Campaigns,goog_ac_02,40.0,1
2024-02-25,Google App Campaigns,goog_ac_02,63.0,1
2024-02-25,Google Brand Search,goog_brand_01,0.0,4
2024-02-25,Google Brand Search,goog_brand_01,5.0,4
2024-02-25,Google Brand Search,goog_brand_01,10.0,3
2024-02-25,Google Brand Search,goog_brand_01,20.0,1
2024-02-25,Google Brand Search,goog_brand_01,40.0,3
2024-02-25,Google Brand Search,goog_brand_01,63.0,1
2024-02-25,Google Non-Brand Search,goog_search_01,0.0,4
2024-02-25,Google Non-Brand Search,goog_search_01,5.0,4
2024-02-25,Google Non-Brand Search,goog_search_01,10.0,4
2024-02-25,Google Non-Brand Search,goog_search_01,20.0,1
2024-02-25,Google Non-Brand Search,goog_search_01,63.0,1
2024-02-25,TikTok,tiktok_upper_01,0.0,3
2024-02-25,TikTok,tiktok_upper_01,5.0,2
2024-02-25,TikTok,tiktok_upper_01,10.0,5
2024-02-25,TikTok,tiktok_upper_02,0.0,3
2024-02-25,TikTok,tiktok_upper_02,5.0,5
2024-02-25,TikTok,tiktok_upper_02,10.0,2
2024-02-25,TikTok,tiktok_upper_02,20.0,1
2024-02-26,Meta,fb_prospect_01,0.0,6
2024-02-26,Meta,fb_prospect_01,5.0,7
2024-02-26,Meta,fb_prospect_01,10.0,5
2024-02-26,Meta,fb_prospect_01,20.0,2
2024-02-26,Meta,fb_prospect_01,40.0,1
2024-02-26,Meta,fb_prospect_02,0.0,6
2024-02-26,Meta,fb_prospect_02,5.0,7
2024-02-26,Meta,fb_prospect_02,10.0,9
2024-02-26,Meta,fb_prospect_02,20.0,2
2024-02-26,Meta,fb_prospect_02,40.0,1
2024-02-26,Meta,fb_prospect_02,63.0,1
2024-02-26,Google App Campaigns,goog_ac_01,,6
2024-02-26,Google App Campaigns,goog_ac_02,0.0,3
2024-02-26,Google App Campaigns,goog_ac_02,5.0,2
2024-02-26,Google App Campaigns,goog_ac_02,10.0,5
2024-02-26,Google App Campaigns,goog_ac_02,20.0,1
2024-02-26,Google App Campaigns,goog_ac_02,63.0,1
2024-02-26,Google Brand Search,goog_brand_01,0.0,3
2024-02-26,Google Brand Search,goog_brand_01,5.0,4
2024-02-26,Google Brand Search,goog_brand_01,10.0,8
2024-02-26,Google Brand Search,goog_brand_01,20.0,4
2024-02-26,Google Brand Search,goog_brand_01,40.0,4
2024-02-26,Google Brand Search,goog_brand_01,63.0,1
2024-02-26,Google Non-Brand Search,goog_search_01,0.0,3
2024-02-26,Google Non-Brand Search,goog_search_01,5.0,1
2024-02-26,Google Non-Brand Search,goog_search_01,10.0,1
2024-02-26,Google Non-Brand Search,goog_search_01,20.0,3
2024-02-26,Google Non-Brand Search,goog_search_01,40.0,4
2024-02-26,Google Non-Brand Search,goog_search_01,63.0,1
2024-02-26,TikTok,tiktok_upper_01,,9
2024-02-26,TikTok,tiktok_upper_02,,8
2024-02-27,Meta,fb_prospect_01,0.0,4
2024-02-27,Meta,fb_prospect_01,5.0,2
2024-02-27,Meta,fb_prospect_01,10.0,5
2024-02-27,Meta,fb_prospect_01,20.0,2
2024-02-27,Meta,fb_prospect_01,40.0,1
2024-02-27,Meta,fb_prospect_01,63.0,1
2024-02-27,Meta,fb_prospect_02,0.0,8
2024-02-27,Meta,fb_prospect_02,5.0,3
2024-02-27,Meta,fb_prospect_02,10.0,3
2024-02-27,Meta,fb_prospect_02,20.0,1
2024-02-27,Meta,fb_prospect_02,40.0,1
2024-02-27,Google App Campaigns,goog_ac_01,,7
2024-02-27,Google App Campaigns,goog_ac_02,,6
2024-02-27,Google Brand Search,goog_brand_01,0.0,1
2024-02-27,Google Brand Search,goog_brand_01,5.0,4
2024-02-27,Google Brand Search,goog_brand_01,10.0,5
2024-02-27,Google Brand Search,goog_brand_01,20.0,4
2024-02-27,Google Brand Search,goog_brand_01,63.0,3
2024-02-27,Google Non-Brand Search,goog_search_01,0.0,1
2024-02-27,Google Non-Brand Search,goog_search_01,5.0,2
2024-02-27,Google Non-Brand Search,goog_search_01,10.0,2
2024-02-27,Google Non-Brand Search,goog_search_01,20.0,9
2024-02-27,Google Non-Brand Search,goog_search_01,40.0,1
2024-02-27,Google Non-Brand Search,goog_search_01,63.0,2
2024-02-27,TikTok,tiktok_upper_01,0.0,6
2024-02-27,TikTok,tiktok_upper_01,5.0,4
2024-02-27,TikTok,tiktok_upper_02,,7
2024-02-28,Meta,fb_prospect_01,0.0,10
2024-02-28,Meta,fb_prospect_01,5.0,5
2024-02-28,Meta,fb_prospect_01,10.0,3
2024-02-28,Meta,fb_prospect_01,20.0,5
2024-02-28,Meta,fb_prospect_01,63.0,1
2024-02-28,Meta,fb_prospect_02,0.0,7
2024-02-28,Meta,fb_prospect_02,5.0,8
2024-02-28,Meta,fb_prospect_02,10.0,5
2024-02-28,Meta,fb_prospect_02,20.0,1
2024-02-28,Meta,fb_prospect_02,40.0,1
2024-02-28,Google App Campaigns,goog_ac_01,,6
2024-02-28,Google App Campaigns,goog_ac_02,,6
2024-02-28,Google Brand Search,goog_brand_01,0.0,1
2024-02-28,Google Brand Search,goog_brand_01,5.0,5
2024-02-28,Google Brand Search,goog_brand_01,10.0,4
2024-02-28,Google Brand Search,goog_brand_01,20.0,3
2024-02-28,Google Brand Search,goog_brand_01,63.0,1
2024-02-28,Google Non-Brand Search,goog_search_01,0.0,2
2024-02-28,Google Non-Brand Search,goog_search_01,5.0,2
2024-02-28,Google Non-Brand Search,goog_search_01,10.0,3
2024-02-28,Google Non-Brand Search,goog_search_01,20.0,2
2024-02-28,Google Non-Brand Search,goog_search_01,40.0,3
2024-02-28,Google Non-Brand Search,goog_search_01,63.0,1
2024-02-28,TikTok,tiktok_upper_01,0.0,8
2024-02-28,TikTok,tiktok_upper_01,10.0,1
2024-02-28,TikTok,tiktok_upper_01,20.0,2
2024-02-28,TikTok,tiktok_upper_02,0.0,3
2024-02-28,TikTok,tiktok_upper_02,5.0,5
2024-02-28,TikTok,tiktok_upper_02,10.0,2
2024-02-29,Meta,fb_prospect_01,0.0,4
2024-02-29,Meta,fb_prospect_01,5.0,3
2024-02-29,Meta,fb_prospect_01,10.0,6
2024-02-29,Meta,fb_prospect_01,20.0,2
2024-02-29,Meta,fb_prospect_01,40.0,1
2024-02-29,Meta,fb_prospect_01,63.0,1
2024-02-29,Meta,fb_prospect_02,0.0,3
2024-02-29,Meta,fb_prospect_02,5.0,8
2024-02-29,Meta,fb_prospect_02,10.0,6
2024-02-29,Meta,fb_prospect_02,40.0,1
2024-02-29,Meta,fb_prospect_02,63.0,2
2024-02-29,Google App Campaigns,goog_ac_01,0.0,3
2024-02-29,Google App Campaigns,goog_ac_01,5.0,2
2024-02-29,Google App Campaigns,goog_ac_01,10.0,3
2024-02-29,Google App Campaigns,goog_ac_01,20.0,1
2024-02-29,Google App Campaigns,goog_ac_01,63.0,1
2024-02-29,Google App Campaigns,goog_ac_02,,9
2024-02-29,Google Brand Search,goog_brand_01,0.0,5
2024-02-29,Google Brand Search,goog_brand_01,5.0,4
2024-02-29,Google Brand Search,goog_brand_01,10.0,3
2024-02-29,Google Brand Search,goog_brand_01,20.0,2
2024-02-29,Google Brand Search,goog_brand_01,63.0,1
2024-02-29,Google Non-Brand Search,goog_search_01,0.0,1
2024-02-29,Google Non-Brand Search,goog_search_01,5.0,2
2024-02-29,Google Non-Brand Search,goog_search_01,10.0,8
2024-02-29,Google Non-Brand Search,goog_search_01,20.0,2
2024-02-29,TikTok,tiktok_upper_01,,7
2024-02-29,TikTok,tiktok_upper_02,,6
2024-03-01,Meta,fb_prospect_01,0.0,4
2024-03-01,Meta,fb_prospect_01,5.0,4
2024-03-01,Meta,fb_prospect_01,10.0,6
2024-03-01,Meta,fb_prospect_01,20.0,2
2024-03-01,Meta,fb_prospect_02,0.0,3
2024-03-01,Meta,fb_prospect_02,5.0,3
2024-03-01,Meta,fb_prospect_02,10.0,5
2024-03-01,Meta,fb_prospect_02,20.0,3
2024-03-01,Google App Campaigns,goog_ac_01,,6
2024-03-01,Google App Campaigns,goog_ac_02,,8
2024-03-01,Google Brand Search,goog_brand_01,0.0,2
2024-03-01,Google Brand Search,goog_brand_01,5.0,4
2024-03-01,Google Brand Search,goog_brand_01,10.0,2
2024-03-01,Google Brand Search,goog_brand_01,20.0,2
2024-03-01,Google Brand Search,goog_brand_01,63.0,1
2024-03-01,Google Non-Brand Search,goog_search_01,0.0,2
2024-03-01,Google Non-Brand Search,goog_search_01,5.0,5
2024-03-01,Google Non-Brand Search,goog_search_01,10.0,2
2024-03-01,Google Non-Brand Search,goog_search_01,20.0,1
2024-03-01,Google Non-Brand Search,goog_search_01,40.0,3
2024-03-01,Google Non-Brand Search,goog_search_01,63.0,3
2024-03-01,TikTok,tiktok_upper_01,,7
2024-03-01,TikTok,tiktok_upper_02,,4
2024-03-02,Meta,fb_prospect_01,0.0,4
2024-03-02,Meta,fb_prospect_01,5.0,2
2024-03-02,Meta,fb_prospect_01,10.0,8
2024-03-02,Meta,fb_prospect_01,20.0,1
2024-03-02,Meta,fb_prospect_02,0.0,6
2024-03-02,Meta,fb_prospect_02,5.0,3
2024-03-02,Meta,fb_prospect_02,10.0,4
2024-03-02,Meta,fb_prospect_02,20.0,2
2024-03-02,Meta,fb_prospect_02,40.0,3
2024-03-02,Meta,fb_prospect_02,63.0,1
2024-03-02,Google App Campaigns,goog_ac_01,,7
2024-03-02,Google App Campaigns,goog_ac_02,0.0,3
2024-03-02,Google App Campaigns,goog_ac_02,5.0,1
2024-03-02,Google App Campaigns,goog_ac_02,10.0,5
2024-03-02,Google App Campaigns,goog_ac_02,20.0,1
2024-03-02,Google Brand Search,goog_brand_01,0.0,2
2024-03-02,Google Brand Search,goog_brand_01,5.0,3
2024-03-02,Google Brand Search,goog_brand_01,10.0,1
2024-03-02,Google Brand Search,goog_brand_01,20.0,5
2024-03-02,Google Brand Search,goog_brand_01,40.0,1
2024-03-02,Google Brand Search,goog_brand_01,63.0,1
2024-03-02,Google Non-Brand Search,goog_search_01,0.0,2
2024-03-02,Google Non-Brand Search,goog_search_01,5.0,5
2024-03-02,Google Non-Brand Search,goog_search_01,10.0,4
2024-03-02,Google Non-Brand Search,goog_search_01,20.0,4
2024-03-02,Google Non-Brand Search,goog_search_01,40.0,1
2024-03-02,Google Non-Brand Search,goog_search_01,63.0,3
2024-03-02,TikTok,tiktok_upper_01,,6
2024-03-02,TikTok,tiktok_upper_02,0.0,5
2024-03-02,TikTok,tiktok_upper_02,5.0,5
2024-03-02,TikTok,tiktok_upper_02,10.0,2
2024-03-02,TikTok,tiktok_upper_02,20.0,2
2024-03-03,Meta,fb_prospect_01,0.0,7
2024-03-03,Meta,fb_prospect_01,5.0,10
2024-03-03,Meta,fb_prospect_01,10.0,4
2024-03-03,Meta,fb_prospect_01,20.0,2
2024-03-03,Meta,fb_prospect_02,0.0,4
2024-03-03,Meta,fb_prospect_02,5.0,8
2024-03-03,Meta,fb_prospect_02,10.0,7
2024-03-03,Meta,fb_prospect_02,20.0,1
2024-03-03,Meta,fb_prospect_02,63.0,1
2024-03-03,Google App Campaigns,goog_ac_01,0.0,2
2024-03-03,Google App Campaigns,goog_ac_01,5.0,4
2024-03-03,Google App Campaigns,goog_ac_01,10.0,2
2024-03-03,Google App Campaigns,goog_ac_01,20.0,2
2024-03-03,Google App Campaigns,goog_ac_01,63.0,1
2024-03-03,Google App Campaigns,goog_ac_02,,9
2024-03-03,Google Brand Search,goog_brand_01,0.0,2
2024-03-03,Google Brand Search,goog_brand_01,5.0,7
2024-03-03,Google Brand Search,goog_brand_01,10.0,2
2024-03-03,Google Brand Search,goog_brand_01,20.0,2
2024-03-03,Google Brand Search,goog_brand_01,40.0,4
2024-03-03,Google Brand Search,goog_brand_01,63.0,1
2024-03-03,Google Non-Brand Search,goog_search_01,0.0,3
2024-03-03,Google Non-Brand Search,goog_search_01,5.0,4
2024-03-03,Google Non-Brand Search,goog_search_01,10.0,3
2024-03-03,Google Non-Brand Search,goog_search_01,20.0,5
2024-03-03,Google Non-Brand Search,goog_search_01,40.0,2
2024-03-03,TikTok,tiktok_upper_01,,7
2024-03-03,TikTok,tiktok_upper_02,0.0,7
2024-03-03,TikTok,tiktok_upper_02,5.0,6
2024-03-03,TikTok,tiktok_upper_02,10.0,1
2024-03-03,TikTok,tiktok_upper_02,20.0,1
2024-03-03,TikTok,tiktok_upper_02,63.0,1
2024-03-04,Meta,fb_prospect_01,0.0,6
2024-03-04,Meta,fb_prospect_01,5.0,9
2024-03-04,Meta,fb_prospect_01,10.0,5
2024-03-04,Meta,fb_prospect_01,40.0,3
2024-03-04,Meta,fb_prospect_02,0.0,6
2024-03-04,Meta,fb_prospect_02,5.0,10
2024-03-04,Meta,fb_prospect_02,10.0,6
2024-03-04,Meta,fb_prospect_02,20.0,4
2024-03-04,Meta,fb_prospect_02,63.0,1
2024-03-04,Google App Campaigns,goog_ac_01,,9
2024-03-04,Google App Campaigns,goog_ac_02,0.0,1
2024-03-04,Google App Campaigns,goog_ac_02,5.0,4
2024-03-04,Google App Campaigns,goog_ac_02,10.0,1
2024-03-04,Google App Campaigns,goog_ac_02,20.0,1
2024-03-04,Google App Campaigns,goog_ac_02,40.0,2
2024-03-04,Google App Campaigns,goog_ac_02,63.0,1
2024-03-04,Google Brand Search,goog_brand_01,0.0,8
2024-03-04,Google Brand Search,goog_brand_01,5.0,1
2024-03-04,Google Brand Search,goog_brand_01,10.0,9
2024-03-04,Google Brand Search,goog_brand_01,20.0,1
2024-03-04,Google Brand Search,goog_brand_01,40.0,5
2024-03-04,Google Non-Brand Search,goog_search_01,0.0,4
2024-03-04,Google Non-Brand Search,goog_search_01,5.0,3
2024-03-04,Google Non-Brand Search,goog_search_01,10.0,4
2024-03-04,Google Non-Brand Search,goog_search_01,20.0,4
2024-03-04,Google Non-Brand Search,goog_search_01,40.0,2
2024-03-04,TikTok,tiktok_upper_01,,9
2024-03-04,TikTok,tiktok_upper_02,0.0,6
2024-03-04,TikTok,tiktok_upper_02,5.0,1
2024-03-04,TikTok,tiktok_upper_02,20.0,1
2024-03-04,TikTok,tiktok_upper_02,40.0,1
2024-03-04,TikTok,tiktok_upper_02,63.0,1
2024-03-05,Meta,fb_prospect_01,0.0,2
2024-03-05,Meta,fb_prospect_01,5.0,2
2024-03-05,Meta,fb_prospect_01,10.0,6
2024-03-05,Meta,fb_prospect_01,20.0,3
2024-03-05,Meta,fb_prospect_01,40.0,2
2024-03-05,Meta,fb_prospect_01,63.0,1
2024-03-05,Meta,fb_prospect_02,0.0,3
2024-03-05,Meta,fb_prospect_02,5.0,9
2024-03-05,Meta,fb_prospect_02,10.0,4
2024-03-05,Meta,fb_prospect_02,20.0,1
2024-03-05,Meta,fb_prospect_02,63.0,1
2024-03-05,Google App Campaigns,goog_ac_01,0.0,4
2024-03-05,Google App Campaigns,goog_ac_01,5.0,1
2024-03-05,Google App Campaigns,goog_ac_01,10.0,4
2024-03-05,Google App Campaigns,goog_ac_01,20.0,2
2024-03-05,Google App Campaigns,goog_ac_02,,9
2024-03-05,Google Brand Search,goog_brand_01,0.0,5
2024-03-05,Google Brand Search,goog_brand_01,5.0,6
2024-03-05,Google Brand Search,goog_brand_01,10.0,4
2024-03-05,Google Brand Search,goog_brand_01,20.0,4
2024-03-05,Google Non-Brand Search,goog_search_01,0.0,4
2024-03-05,Google Non-Brand Search,goog_search_01,5.0,3
2024-03-05,Google Non-Brand Search,goog_search_01,10.0,1
2024-03-05,Google Non-Brand Search,goog_search_01,20.0,5
2024-03-05,Google Non-Brand Search,goog_search_01,40.0,2
2024-03-05,Google Non-Brand Search,goog_search_01,63.0,2
2024-03-05,TikTok,tiktok_upper_01,,9
2024-03-05,TikTok,tiktok_upper_02,,7
2024-03-06,Meta,fb_prospect_01,0.0,2
2024-03-06,Meta,fb_prospect_01,5.0,6
2024-03-06,Meta,fb_prospect_01,10.0,3
2024-03-06,Meta,fb_prospect_01,40.0,1
2024-03-06,Meta,fb_prospect_01,63.0,1
2024-03-06,Meta,fb_prospect_02,0.0,6
2024-03-06,Meta,fb_prospect_02,5.0,5
