user_id,age,gender,registration_date,platform,tracking_enabled
ac160ea3-0698-47d0-82ed-f7aa4a9f27cc,37,F,2024-02-17,android,True
708353a3-ce1b-48cc-8015-bd1cc64c216d,22,F,2024-02-17,android,True
b9f8555d-160c-4c36-b715-0e480cfa711a,24,M,2024-02-18,ios,False
bceb0d34-df14-4adf-99e8-bcd17ae05795,23,M,2024-02-18,ios,True
16a14ead-a445-4195-ba9e-f9402ee906f5,40,F,2024-02-18,ios,True
2149e9e3-cbef-4730-ae9f-ca0f1c8402fa,20,M,2024-02-18,android,True
eb083f61-7696-45aa-8e30-65dcd23ae197,48,M,2024-02-18,android,True
32c3aa41-cfdd-41b6-98b1-98fa8544b436,31,M,2024-02-18,ios,False
1b446e54-d0f4-4a2e-b86c-e534686c44e4,49,F,2024-02-18,android,True
d71390c8-d1e2-4860-8131-3e545f667451,26,M,2024-02-18,android,True
48f12a5e-e66f-4b6b-a95b-1326644a5c69,25,F,2024-02-18,android,True
9e0cd68d-54c1-474a-b392-9128ace5e170,31,F,2024-02-18,android,True
fce9ae7b-2a9b-43b2-8266-df2ddd2be7d8,23,F,2024-02-18,ios,False
63a9d896-0d7d-4390-8af2-c3e6ec2eeb51,30,F,2024-02-18,android,True
ddb4da62-2721-45ba-a15a-037faa97ea89,35,M,2024-02-18,android,True
03f7d794-2585-42e7-bc9c-d60f1a7ef4ff,49,M,2024-02-18,android,True
2944226f-2fd4-4d61-945e-5cbd1cec796d,41,F,2024-02-18,android,True
c4d41f10-8232-47fc-a61f-d77581a6fb3e,18,F,2024-02-18,android,True
831ae28f-b9e0-4211-94f2-59b99839a217,18,F,2024-02-18,android,True
c3846236-b3b9-44cc-ad8e-ada3eb002515,25,M,2024-02-18,android,True
618be2bf-f462-48b3-bc69-60f5cfd50516,18,F,2024-02-18,android,False
8cddab09-c387-4f87-9df0-22f378bb8f20,18,F,2024-02-18,android,False
18563ba9-b11a-48bf-8468-df5c87477981,45,M,2024-02-18,android,False
b3672b1d-a473-45e4-8cf2-acb8029f5262,31,F,2024-02-18,android,True
56b96dd1-0713-478a-a3e9-5a3378c5ebeb,56,F,2024-02-18,android,True
17167c8f-e5dd-4672-a992-7ce6de732406,29,M,2024-02-18,android,True
1491c5ef-8040-401b-8d0f-3b792192f0f7,40,M,2024-02-18,ios,False
af08992f-4ad1-4e6b-b4de-ac8efaaa23b3,27,M,2024-02-18,android,False
7943d6fa-55bc-4e31-84e1-e991457f6127,56,M,2024-02-18,android,False
323a5035-45ff-49f9-a7f3-8438d43d6d5e,40,M,2024-02-18,android,False
6af32fe1-8b97-4507-93c2-cc2c2e128e5f,60,M,2024-02-18,ios,False
5ab581bd-af5b-41d1-8cf8-2db398f05ada,28,M,2024-02-18,ios,False
6583b705-e119-457e-8964-7758b1301ac1,57,F,2024-02-18,ios,False
413d13f3-d5a0-452c-b6f1-f2aa81f982a4,48,M,2024-02-18,android,False
c693f30b-8d85-4759-998c-6f7cd4456e40,24,M,2024-02-18,android,False
406e37d6-0973-4727-8f10-c4a7f16eca9d,46,M,2024-02-18,android,True
f933b52f-3370-47ba-9c51-5ec3017a2334,25,F,2024-02-18,android,True
64ec4554-772d-442a-94e7-95204847bc50,24,M,2024-02-18,android,True
e925a883-d21c-4a7f-9f1c-1470d03a1536,43,F,2024-02-18,ios,False
a163180a-3413-4ea5-af78-2e4363ee996a,38,F,2024-02-18,ios,False
02b4bc83-e716-43c9-8765-17aba8b9af67,43,M,2024-02-18,ios,False
99974960-4099-4631-86aa-030f0e61b8a5,29,F,2024-02-18,android,True
a2787ac6-7a6b-4d6b-847d-c00e6ebd6272,42,M,2024-02-18,android,True
6e136e19-6c1b-45a5-8a09-5e2025d4a568,35,M,2024-02-18,ios,True
8d6ae62f-f964-42b1-bebf-1298b1b12068,29,M,2024-02-18,android,False
8d8e8cc9-96d2-4cf4-9d65-30d85cd88c16,23,F,2024-02-18,android,True
c5c40832-db15-484d-bfbd-54a02a86b173,37,M,2024-02-18,ios,True
26a70e40-0ada-4831-9467-c84c99cbf75b,65,M,2024-02-18,android,False
847b0cf2-8308-449c-a918-a9d146249175,20,M,2024-02-18,ios,False
2d169306-781e-4454-9ad4-35883bae0337,28,M,2024-02-18,android,True
99968b00-c1c9-45cc-90cf-0a5e99fc1633,28,F,2024-02-18,android,True
017c7f58-4732-4062-be6a-23417bbbf70a,46,M,2024-02-18,ios,True
0a4e5e23-4abf-4b4a-9ed7-1c8798aca43a,47,F,2024-02-18,android,True
b66677a5-6bba-4102-b84a-112903b29ef6,46,M,2024-02-18,ios,False
cce159e7-ad6b-466d-89c8-2077dde8c0fb,56,M,2024-02-18,ios,True
fe1ea4bb-4641-46fb-a8b0-1dea605a1cbf,36,F,2024-02-18,ios,False
c7ca1add-82f6-4734-aa28-a180bc31ef8b,46,M,2024-02-18,android,True
22383727-14ee-44ac-af8d-65bce5f56c1a,24,F,2024-02-18,android,True
8814ff03-d26a-43a7-8734-71dd2f59eb3a,48,F,2024-02-18,android,False
f5264426-53f0-4e1e-a8a8-3da905afa878,47,F,2024-02-18,android,True
462b7d1b-2051-4c8c-bfa8-592993afc9dc,30,M,2024-02-18,android,True
39e579a2-1cea-44a9-ba17-9fe73f1daa32,46,M,2024-02-18,ios,False
08943316-6f01-431d-9cb2-a4650487ff8e,19,F,2024-02-18,android,True
6b1600f7-356b-43fc-ba1e-9a1c707c3919,19,M,2024-02-18,ios,False
124c63a8-1001-442c-af67-3f07909eea52,19,M,2024-02-18,android,True
cdaede43-a43f-4324-9d38-d2a0711e2044,25,M,2024-02-18,ios,True
3c4e2374-5329-4294-a3a3-73f857d1a8f2,21,M,2024-02-18,android,True
627adc6a-2dd8-4a85-947b-996687ebb785,35,M,2024-02-18,android,True
ba2a180d-c493-4558-956a-123090b91c82,50,M,2024-02-18,android,True
80d7aa8c-522b-4c6b-b456-22e0649c57ed,34,M,2024-02-18,android,True
047c0eb7-5026-462a-80cc-e48fc32fc2c3,21,F,2024-02-18,android,True
3aa1fab4-0d6e-4eb0-a9b6-e9766f1a0634,36,M,2024-02-18,android,True
2ed7fefc-9cd3-484b-b4f1-f1ab66d89bb2,30,M,2024-02-18,android,True
25c98ca2-53af-4fbb-a7aa-3d7f3aa5ef10,30,M,2024-02-18,android,True
7aa1e174-f855-4c1e-afce-e0af94efe2de,36,M,2024-02-18,android,True
7b2e2ffb-db33-4ba8-99e9-83739f69c9f3,41,F,2024-02-18,ios,False
163509a3-c585-462a-9637-27bd7e5daf67,25,F,2024-02-18,ios,False
70e80c9e-ff77-4d91-93c2-5a8829c64fd6,34,M,2024-02-18,android,False
acdd7dc7-3b39-4b71-be35-f1d0abeeaf54,46,M,2024-02-18,ios,False
596aaa21-d027-4b1a-99f4-78414fb6eefa,33,M,2024-02-18,ios,False
0ca20993-82a2-4c07-ba26-adcae5dec5ef,27,M,2024-02-18,android,True
883624cd-fb6b-4914-88b1-637df8756b3d,39,M,2024-02-18,android,True
554a3445-6941-4abf-9c3f-8c80804f7adf,36,F,2024-02-18,ios,False
ea3f5eda-962c-492e-9d52-5b0bbf8db861,26,F,2024-02-18,ios,False
79633c58-5144-4658-a1ca-8dedb0e24282,38,F,2024-02-18,ios,False
c161090a-0577-470b-abcf-684fa58e4c18,29,F,2024-02-18,android,True
32445b76-3cef-4e87-933a-32d98a28e9f7,19,M,2024-02-18,ios,False
215b636a-0c72-4ec1-ac00-aec008b1dde2,43,F,2024-02-18,android,True
e190339c-3913-49e9-85fd-0eab58401aa3,28,F,2024-02-18,ios,False
9e3e6f56-52e5-4a5d-b08b-e1e61ef1f0e8,65,F,2024-02-18,ios,False
40117f5b-7cc5-4429-b333-069b6f8851d2,39,F,2024-02-18,android,True
5793afe1-c5c8-4261-bf8e-c0463786b987,30,F,2024-02-18,ios,False
9e9c9f99-d44a-47da-8d36-a34999aa9b2a,38,F,2024-02-18,android,True
2beba037-03a6-4f17-ac8e-a3122ef508b7,44,F,2024-02-18,android,True
ffbfefdc-b7f8-4d05-84dc-9fdc003fd869,51,M,2024-02-18,android,True
d1eaf4b5-6df5-4b13-9448-b4b3c5b2ce85,32,F,2024-02-18,android,False
88de86fe-b9e7-4bd6-a639-6e246791722e,40,F,2024-02-18,android,False
1274411d-8d4a-4895-8cb5-32643170b029,39,F,2024-02-18,ios,False
d94b92bc-9d9d-449a-aff4-8c075395c433,37,F,2024-02-18,ios,False
ac29eeaa-e5a3-4153-9269-8ccc23566e06,30,M,2024-02-18,android,True
e77e162c-73a8-4662-868a-4c7e7af5f0ca,39,F,2024-02-18,android,True
589393fd-7d80-4690-be2c-98269f3e0fe4,18,F,2024-02-18,ios,True
e4598463-6931-41f8-acb5-6ecd3c0a46ca,31,M,2024-02-18,ios,True
ec7d1024-a719-47e0-8dba-a443024cbb1a,45,M,2024-02-18,android,True
3b476394-98a8-4b4a-bbab-6acea3f4cb1d,40,M,2024-02-18,android,True
2da1de23-b8fe-4dce-9eac-a0276da05955,42,F,2024-02-18,ios,True
b397d90c-058a-46a7-99e3-10f366ad5e36,31,M,2024-02-18,android,True
ea5a0d8e-17c6-46a3-9a9c-0ff11473c568,28,M,2024-02-18,android,True
999730c1-d269-448b-a40c-5851046cc2f4,33,M,2024-02-18,ios,True
618ea02e-a7d6-4148-8653-c7a47f05409e,23,F,2024-02-18,ios,True
efc176a2-5bb4-4a43-98a9-2fd71299b22a,18,M,2024-02-18,android,True
1134bfb5-1875-4a14-b972-dcba4173cceb,40,M,2024-02-18,ios,True
7f8ff1be-2f9e-4238-992c-a21361d5a641,52,M,2024-02-18,android,True
6b685651-3517-4d73-9115-3c0379f5e322,29,F,2024-02-18,ios,True
34dffe67-6ec7-443a-8b69-ff35632305b1,38,F,2024-02-18,android,True
66fc270d-a16f-4162-a249-ade04a423a56,29,F,2024-02-18,android,True
5ba7831f-9b96-4411-9841-6566c3ae725f,41,F,2024-02-18,ios,True
0c94efdd-9ea5-4c57-8723-df3073badee1,20,M,2024-02-18,ios,True
44530b0a-b72a-4c6b-b2df-723eef3e9846,42,F,2024-02-18,android,True
67a5d238-0a6f-467c-bd2f-d2f031427271,35,F,2024-02-18,android,True
fdf70f0a-0e9b-4325-83f2-aa9cc993a7e1,32,M,2024-02-18,ios,True
861c20d1-14eb-4c4b-b5a3-9463882e2974,43,F,2024-02-18,android,True
33a7e02f-1f40-4bbb-9b32-a0daa26e81db,45,F,2024-02-18,android,True
975d8fdf-f5e1-4b80-9364-8c6bff5ba641,38,M,2024-02-18,android,True
16f87d8f-b53f-412a-bada-e35d63fb01b3,34,M,2024-02-18,android,True
21425bcb-9e2f-4dbf-a22e-041d36ff514e,34,M,2024-02-18,android,True
2926326e-5079-4c26-a194-2b589a1ed868,35,M,2024-02-18,ios,True
9134d9ad-b706-4bee-bab9-28d9901d841c,52,F,2024-02-18,android,True
f5f491ae-eb37-465a-9d8a-980cbf6066b6,42,M,2024-02-18,android,True
3f57d37a-da6f-4f43-b3a1-5980f1a4cd50,22,F,2024-02-18,android,True
e2344a82-c8a6-4c5b-8f93-1ca1a792cd47,52,F,2024-02-18,ios,True
69bc6273-10dd-4536-a18e-e4c7459dafdc,33,F,2024-02-18,ios,True
91d0cdd3-6a44-4758-8fd1-a7e5dc5b09f5,52,F,2024-02-18,android,True
26831ab9-0650-43c1-aab9-13f0048e9122,38,M,2024-02-18,ios,True
e64d4e63-74ff-4d70-8715-a2bd9f4a8e08,46,F,2024-02-18,android,True
75510f10-b0b1-41f3-9a8e-3a6b8470dbe6,34,F,2024-02-18,android,True
2a6455e1-c24e-4063-a111-7e0517b4f311,28,M,2024-02-18,android,True
4ce375a1-636e-457e-8118-218c2c4bdee2,36,M,2024-02-18,android,True
6b860b2c-1c4b-4af3-bcc1-60f7991cb6ca,50,M,2024-02-18,ios,True
1b87ebea-24e3-49d8-bf9a-c9d3246a8d8f,40,M,2024-02-18,android,True
c3aee1d9-aee0-4c1e-92d8-9afde85f83d9,45,M,2024-02-18,android,True
0f0d9496-e0fa-44b8-8f89-048260ba3857,33,F,2024-02-18,android,True
d257774d-6cdb-4683-b87a-31a2ca9aba40,48,F,2024-02-18,android,True
12295cdd-e0db-4612-9b42-2be1dfbd0b00,25,M,2024-02-18,android,True
83e12a48-e621-4866-86c1-a2e487fd24dc,20,F,2024-02-19,ios,False
4ee0bf23-c0a0-4777-a3d0-382acc6f5fc3,18,F,2024-02-19,android,True
cd0ca867-1741-42ac-b695-291ce7a6c3b4,20,M,2024-02-19,android,True
74a310d4-12b4-41d4-9ff0-56891264e10c,19,F,2024-02-19,android,True
1722b4a8-c7ae-402a-921f-fbd886bc8f6d,21,M,2024-02-19,android,False
d82ab09e-b086-416c-8266-1a182b4da07a,29,M,2024-02-19,android,True
86d9e833-4d66-48aa-9b59-a0d9e280d7a1,24,F,2024-02-19,ios,True
4bc57b81-6148-475a-a4cb-3b943d653018,18,M,2024-02-19,ios,False
c0ed0346-cd01-4e1b-82ef-673055663526,42,M,2024-02-19,ios,False
effd0007-387e-4b0c-882f-86695389ddcf,37,M,2024-02-19,android,True
718c0220-31f3-47a4-a193-8882044d610b,35,M,2024-02-19,android,True
e14e1ac2-714e-48c0-b6bb-1ec914468d1d,25,F,2024-02-19,android,True
1da5eb7a-df65-4337-806a-9ae36090a4a8,38,M,2024-02-19,android,False
0e590f16-a232-4b8f-adab-335659395a3b,41,F,2024-02-19,ios,False
f65bd26c-8ebe-4914-af43-63e9f5ce36a5,18,M,2024-02-19,ios,False
a53041ed-e2bd-4730-962f-2599c0b746f3,37,F,2024-02-19,android,True
7d1970ec-fa75-4a60-a6f7-b52db266e2c2,18,F,2024-02-19,ios,False
39bf10bd-ec42-4ddd-8237-925de7b9f781,19,F,2024-02-19,android,True
52a409b4-e53b-4bd7-97c6-abe39656d4c0,26,M,2024-02-19,android,True
0c1e3a4c-f0f7-42d3-a57e-b95a1913e989,48,F,2024-02-19,ios,True
1840ccb4-e3a0-44b3-ad96-e5e560e8eebb,18,M,2024-02-19,ios,False
9857f025-56a0-4e99-adc8-ca58fe632bd6,37,M,2024-02-19,ios,False
7fb77855-aaba-43ff-bf84-9adfb97f082b,37,M,2024-02-19,android,True
5cc81dab-f258-49b5-8978-40650fd0c356,43,M,2024-02-19,android,False
2624a0ee-1afc-4e79-89a3-12d841ee50b5,36,M,2024-02-19,ios,False
b27c343f-0522-4e10-a65a-e9546fccfdd2,41,M,2024-02-19,android,True
d68edc7d-049e-49c5-93a2-156c0b58d02d,25,F,2024-02-19,ios,False
d7abd47e-18af-49e4-be6a-1922cc5cb936,44,M,2024-02-19,android,True
33c7cbd2-6484-4298-96e9-4eb05da88ce5,44,F,2024-02-19,android,True
d54514e4-cc66-4cee-a4dc-8c3dece61e36,31,F,2024-02-19,ios,True
26e3073a-a203-4676-a0b3-d486edb9ad03,30,M,2024-02-19,ios,False
08ae30bb-9770-4117-aa98-8aa5e0a8d76c,45,F,2024-02-19,android,True
fbfd0075-7d35-4a2c-af3e-40451605fd57,33,M,2024-02-19,android,True
45aa86d0-1c1d-4ecc-a08a-813b27e429e5,35,F,2024-02-19,ios,False
2ad40d72-80ee-46d7-bd60-0c7d46ce3857,28,F,2024-02-19,ios,False
616379f0-dc74-40ac-898a-4b38a98dd7b0,25,M,2024-02-19,android,True
b8c270cf-54a7-4e4e-b034-ca3b55feb29c,35,M,2024-02-19,android,True
9780d04c-845b-4e07-8a9d-75d69e99f541,43,M,2024-02-19,android,True
a773001b-ccf6-4070-a9f2-73474bd539f6,35,M,2024-02-19,ios,False
4ea3ceec-38ee-42c6-87d2-c6c157a864ca,24,F,2024-02-19,ios,False
e3c08c89-b471-4c15-a89b-55a9c2fa890e,27,F,2024-02-19,android,False
1256cb92-d533-4eb6-99e6-d6e0f6f5c14e,36,M,2024-02-19,android,True
188ec58a-7ca4-4e89-8311-c657984ecc3e,41,M,2024-02-19,android,True
cb2cc8fd-b57b-4cbd-a37f-121612a7cd35,18,F,2024-02-19,android,True
00fd5398-b88f-4605-bdda-38f36cc9c9e0,34,M,2024-02-19,android,True
871124a7-34e1-4897-9f6d-7156af5edb92,34,M,2024-02-19,ios,False
60780dc3-27db-4f7a-b5ca-1d951794e4bf,49,F,2024-02-19,ios,True
a2a8ce99-8d8e-40f2-aa85-185e4aec4367,39,M,2024-02-19,android,True
85f08af5-28c8-4118-886e-bff919cfe55c,43,M,2024-02-19,android,True
9d999639-1cab-4703-9755-f13bc2c1d559,30,M,2024-02-19,android,True
f3b405e6-f9e5-4c2d-9799-44e4fdef40a7,18,M,2024-02-19,android,True
fb9edb44-3aa7-4880-ae49-61cea68f1e33,18,M,2024-02-19,ios,False
88dec506-eebe-4cea-b88b-2f98f9e4f973,29,M,2024-02-19,android,True
3515acae-4b25-4d35-a32c-856831731b65,38,M,2024-02-19,ios,False
e64c2cb2-a611-4a4f-9db0-a7dbcbfa2a93,33,M,2024-02-19,android,True
dd9bbcae-c1be-4b9e-8f5f-77e3d0246b69,32,M,2024-02-19,ios,False
15e682b3-3df1-4000-b25f-1494870660b7,48,M,2024-02-19,android,True
29cfad20-bfc5-4896-ac60-52a2b45f1a9e,18,F,2024-02-19,android,True
bd4fae67-f76c-401f-93de-5886d0a4d210,26,M,2024-02-19,android,True
3d1cf2e3-8c3c-4b5f-a9ce-e151c1a1111b,53,F,2024-02-19,ios,False
7ac12a46-696c-409e-a12c-bb31d137b0b5,32,M,2024-02-19,android,True
ae1d8ff5-2b40-49d0-b80a-8e668d3519c9,30,F,2024-02-19,ios,False
b5471142-64d1-4ac9-9b3d-c2d951679fa7,25,M,2024-02-19,ios,False
7ecd576c-af4f-42f2-9f41-4940da720222,40,F,2024-02-19,ios,False
42ba73da-65ee-4a1d-86b2-3f39eb83e9e1,36,F,2024-02-19,android,False
9346a51b-5b64-43bb-a299-3382af5334d8,41,M,2024-02-19,android,False
e6569fc1-c8c5-4f36-89ee-db2f4df37d68,18,M,2024-02-19,ios,False
679d7a04-77d9-4503-bd19-719e54da01a7,38,F,2024-02-19,ios,False
b4f7b936-0663-44fc-b46f-e1686727360e,27,F,2024-02-19,android,False
2026ebaf-9cb5-434d-aa8b-126788344e1d,41,M,2024-02-19,android,True
e730f954-2f74-4537-a98f-378fe7d2f832,18,M,2024-02-19,ios,False
4d30c8d2-dd18-4ae4-85be-f9faf6d05f6f,35,F,2024-02-19,android,True
d9b040c3-9d14-4f62-b0cd-6a7dc9d214c5,48,F,2024-02-19,ios,False
b935e082-e4ec-43ef-86a4-2f78717d4ac7,18,M,2024-02-19,ios,True
f14f20fe-1071-466a-8621-b3f137915160,49,F,2024-02-19,ios,True
eefe1467-9f6e-40a8-bb4a-853091482e75,53,M,2024-02-19,ios,False
d14eab05-00ae-4927-a428-39162e33cdd2,41,F,2024-02-19,android,True
be5bc0d4-0c32-4ab3-8f83-c54ff68030ea,29,M,2024-02-19,android,False
6f557b0b-52a2-40ea-aff1-282b668cccea,38,F,2024-02-19,ios,False
b57ce698-01fb-402b-8b0d-d6460d537fb8,35,M,2024-02-19,android,True
510192ad-81a6-4ca6-ad4e-a87aa90afd2a,35,M,2024-02-19,android,True
0ce68166-5733-48e1-b626-e51d8253d92e,19,M,2024-02-19,android,True
e0ba6997-2e93-4d8e-9321-7f9972b998e0,37,M,2024-02-19,ios,False
f856dd27-1cf6-4830-b302-94834ca08ad7,24,M,2024-02-19,android,True
efe90110-63e0-4d91-a5ff-1c45c59c91ad,18,M,2024-02-19,android,True
f89fd315-81af-4bdf-877f-288806f73762,48,F,2024-02-19,ios,False
540ecbd5-4ebf-4272-ac8d-c6d261221846,18,M,2024-02-19,ios,False
1304b4fc-8fe1-4e7e-9fa0-34d376597842,48,M,2024-02-19,android,True
01f126d6-c0f7-4ed0-9fd9-2b3f1cfe2d0e,18,F,2024-02-19,android,False
5c1955e2-c961-4052-9139-9a5b87be9f0d,50,M,2024-02-19,android,False
d5813199-6a47-496a-a206-3c9240418631,31,M,2024-02-19,ios,False
499d90af-0975-4ec8-9e1a-961a96445061,25,F,2024-02-19,ios,True
3077219c-4bee-4bec-ac70-e8821906dbc6,34,F,2024-02-19,ios,True
f5bad4df-1b72-408c-8419-10e8c318a304,23,M,2024-02-19,ios,True
55d17c91-528c-4da4-8c62-1098cbbd6424,24,M,2024-02-19,android,True
738f4ac9-4b31-4ded-86ab-d18e130aa81f,42,M,2024-02-19,android,True
